ITEM   , LEN_P , LEN_L ,   N   ,   PN   ,  AOA  ,  AOA2  ,  IMG  ,  IMG2  
bitumen,8,7,0,0,NA,NA,NA,NA
biz,3,3,5,26,NA,NA,NA,NA
blackberry,8,10,0,0,NA,NA,NA,NA
blan,NA,4,6,NA,NA,NA,NA,NA
blasphemy,8,9,1,0,NA,NA,355,NA
blemishes,8,9,0,0,NA,NA,NA,NA
blob,4,4,4,8,NA,NA,NA,NA
blobs,5,5,5,4,NA,NA,NA,NA
blockages,NA,9,0,NA,NA,NA,NA,NA
blocs,5,5,4,11,NA,NA,NA,NA
blog,NA,4,7,NA,NA,NA,NA,NA
blogs,NA,5,5,NA,NA,NA,NA,NA
bloke,4,5,1,9,459,NA,571,NA
blokes,5,6,0,4,NA,NA,NA,NA
blondes,6,7,0,5,NA,NA,NA,NA
blonds,NA,6,3,NA,NA,NA,NA,NA
bloods,NA,6,4,NA,NA,NA,NA,NA
blouse,4,6,0,7,313,NA,605,NA
bluebonnet,NA,10,0,NA,NA,NA,NA,NA
blurb,4,5,1,4,NA,NA,NA,NA
blurbs,NA,6,0,NA,NA,NA,NA,NA
boar,3,4,5,27,NA,NA,524,NA
boche,NA,5,0,NA,NA,NA,NA,NA
bodyguards,8,10,0,1,NA,NA,NA,NA
boer,NA,4,4,NA,NA,NA,NA,NA
boers,NA,5,3,NA,NA,NA,NA,NA
bog,3,3,19,20,NA,NA,NA,NA
bogeyman,NA,8,1,NA,NA,NA,NA,NA
bogeymen,NA,8,0,NA,NA,NA,NA,NA
bolero,NA,6,0,NA,NA,NA,NA,NA
bolsheviks,NA,10,0,NA,NA,NA,NA,NA
bom,NA,3,13,NA,NA,NA,NA,NA
bombardier,NA,10,0,NA,NA,NA,NA,NA
bonfire,7,7,0,1,NA,NA,NA,NA
bonfires,7,8,0,1,NA,NA,NA,NA
bonuses,7,7,0,0,NA,NA,NA,NA
bookcases,8,9,0,0,NA,NA,NA,NA
bookkeeper,8,10,0,0,NA,504,NA,526
bookmakers,8,10,0,1,NA,NA,NA,NA
bookmobile,NA,10,0,NA,NA,NA,NA,NA
bookseller,8,10,0,0,NA,NA,NA,NA
boolean,NA,7,0,NA,NA,NA,NA,NA
booms,4,5,5,15,NA,NA,NA,NA
boor,3,4,9,9,NA,NA,NA,NA
boors,NA,5,7,NA,NA,NA,NA,NA
booths,4,6,0,7,NA,NA,NA,NA
borderline,7,10,0,0,NA,NA,NA,NA
borrower,6,8,1,1,NA,NA,NA,NA
borrowers,6,9,0,1,NA,NA,NA,NA
borrowings,7,10,0,1,NA,NA,NA,NA
borsch,3,6,0,8,NA,NA,NA,NA
botanist,8,8,0,1,NA,570,NA,438
botanists,9,9,0,1,NA,NA,NA,NA
botany,6,6,0,0,NA,568,410,NA
bottleneck,7,10,0,0,NA,NA,NA,NA
bough,2,5,4,19,NA,NA,NA,NA
boughs,3,6,3,21,NA,NA,NA,NA
bouillon,5,8,0,0,NA,NA,NA,NA
boulevards,8,10,0,1,NA,NA,NA,NA
bounciness,NA,10,0,NA,NA,NA,NA,NA
boundary,7,8,0,1,472,NA,435,NA
bourn,NA,5,1,NA,NA,NA,NA,NA
bout,3,4,8,19,665,NA,195,NA
bouts,4,5,5,15,NA,NA,NA,NA
bove,NA,4,11,NA,NA,NA,NA,NA
bra,3,3,3,8,NA,NA,NA,NA
bracero,NA,7,0,NA,NA,NA,NA,NA
brach,NA,5,3,NA,NA,NA,NA,NA
bran,4,4,7,11,NA,NA,NA,NA
brank,NA,5,7,NA,NA,NA,NA,NA
bras,4,4,7,6,NA,NA,NA,NA
brasserie,7,9,0,0,NA,NA,NA,NA
brat,4,4,8,10,NA,NA,NA,NA
brats,NA,5,3,NA,NA,NA,NA,NA
bravado,7,7,0,0,NA,NA,NA,NA
bravery,7,7,1,0,NA,NA,450,NA
brawls,5,6,1,4,NA,NA,NA,NA
brazilians,NA,10,0,NA,NA,NA,NA,NA
breads,NA,6,5,NA,NA,NA,NA,NA
breadth,5,7,0,1,NA,NA,NA,NA
breasts,6,7,0,3,NA,NA,NA,NA
breaths,5,7,2,1,NA,NA,NA,NA
brevity,7,7,0,0,NA,NA,NA,NA
breweries,6,9,0,1,NA,NA,NA,NA
brewery,5,7,1,1,NA,NA,NA,NA
bribery,7,7,0,0,NA,NA,NA,NA
bricklayer,8,10,0,0,NA,437,NA,574
bricks,5,6,1,4,NA,NA,NA,NA
brides,5,6,2,7,NA,NA,NA,NA
briefcases,9,10,0,0,NA,NA,NA,NA
brig,NA,4,3,NA,NA,NA,NA,NA
brigadier,8,9,0,0,NA,NA,NA,NA
brine,4,5,6,8,NA,NA,NA,NA
brinks,NA,6,4,NA,NA,NA,NA,NA
brit,NA,4,5,NA,NA,NA,NA,NA
brits,NA,5,3,NA,NA,NA,NA,NA
bronchitis,9,10,0,0,NA,NA,NA,NA
brooch,4,6,1,4,NA,NA,NA,NA
broom,4,5,4,10,313,NA,595,NA
brooms,5,6,4,8,NA,NA,NA,NA
broth,4,5,2,3,NA,NA,NA,NA
broths,NA,6,1,NA,NA,NA,NA,NA
brouhaha,NA,8,0,NA,NA,NA,NA,NA
brow,3,4,5,7,473,NA,425,NA
brows,4,5,5,10,NA,NA,NA,NA
brute,4,5,0,12,491,NA,299,NA
buccaneers,7,10,0,1,NA,NA,NA,NA
buddhism,NA,8,0,NA,NA,NA,NA,NA
buds,4,4,7,12,NA,NA,NA,NA
buffalos,NA,8,0,NA,NA,NA,NA,NA
bugaboo,NA,7,0,NA,NA,NA,NA,NA
bulb,4,4,2,3,293,NA,611,NA
bulbs,5,5,1,1,NA,NA,NA,NA
bulldozer,8,9,1,1,NA,NA,NA,NA
bulldozers,8,10,0,1,NA,NA,NA,NA
bulletin,7,8,0,1,NA,NA,NA,NA
bulletins,8,9,0,1,NA,NA,NA,NA
bulls,4,5,9,9,NA,NA,NA,NA
bumblebees,NA,10,0,NA,NA,NA,NA,NA
bund,NA,4,8,NA,NA,NA,NA,NA
bungalow,7,8,0,1,NA,380,543,NA
bungalows,8,9,0,1,NA,NA,NA,NA
bunks,5,5,4,7,NA,NA,NA,NA
buns,4,4,14,18,NA,NA,NA,NA
buoyancy,6,8,0,0,NA,NA,NA,NA
bureaucrat,9,10,0,0,NA,NA,NA,NA
burglaries,8,10,0,1,NA,NA,NA,NA
burglary,7,8,1,1,NA,NA,NA,NA
burial,5,6,0,2,446,NA,544,NA
burials,6,7,0,1,NA,NA,NA,NA
burrower,NA,8,2,NA,NA,NA,NA,NA
burse,NA,5,5,NA,NA,NA,NA,NA
businesses,8,10,0,0,NA,NA,NA,NA
butchery,6,8,1,1,NA,NA,NA,NA
buttercups,8,10,0,1,NA,NA,NA,NA
butterfat,NA,9,0,NA,NA,NA,NA,NA
buttonhole,7,10,0,0,NA,NA,NA,NA
buttresses,8,10,1,0,NA,NA,NA,NA
byproduct,NA,9,0,NA,NA,NA,NA,NA
bystander,9,9,0,1,NA,NA,NA,NA
bystanders,9,10,0,1,NA,NA,NA,NA
byte,NA,4,2,NA,NA,NA,NA,NA
bytes,NA,5,2,NA,NA,NA,NA,NA
cab,3,3,13,16,NA,NA,NA,NA
cabanas,NA,7,0,NA,NA,NA,NA,NA
cabaret,6,7,0,1,NA,NA,NA,NA
cabarets,7,8,0,1,NA,NA,NA,NA
cabbages,7,8,0,1,NA,NA,NA,NA
cabdrivers,NA,10,0,NA,NA,NA,NA,NA
cabernets,NA,9,0,NA,NA,NA,NA,NA
cabinets,8,8,0,1,NA,NA,NA,NA
cabooses,NA,8,0,NA,NA,NA,NA,NA
cad,3,3,19,30,NA,NA,NA,NA
cadences,8,8,0,0,NA,NA,NA,NA
cadmium,6,7,0,0,NA,NA,NA,NA
cads,NA,4,10,NA,NA,NA,NA,NA
caesarean,NA,9,0,NA,NA,NA,NA,NA
caesareans,NA,10,0,NA,NA,NA,NA,NA
cairn,3,5,0,11,NA,NA,NA,NA
cairns,4,6,0,9,NA,NA,NA,NA
cakes,4,5,15,18,NA,NA,NA,NA
cal,NA,3,11,NA,NA,NA,NA,NA
calcium,6,7,0,0,540,NA,293,NA
calculus,9,8,0,0,689,NA,435,NA
calendar,8,8,0,1,NA,NA,NA,NA
calendars,8,9,0,1,NA,NA,NA,NA
caliber,NA,7,0,NA,NA,NA,NA,NA
calipers,NA,8,0,NA,NA,NA,NA,NA
calles,NA,6,5,NA,NA,NA,NA,NA
calorie,6,7,0,4,NA,NA,NA,NA
calories,7,8,0,3,NA,NA,NA,NA
calves,4,6,3,10,NA,NA,NA,NA
calypsos,NA,8,0,NA,NA,NA,NA,NA
camcorder,NA,9,0,NA,NA,NA,NA,NA
camcorders,NA,10,0,NA,NA,NA,NA,NA
cameos,6,6,1,1,NA,NA,NA,NA
cameras,7,7,0,1,NA,NA,NA,NA
campaigner,8,10,1,0,NA,NA,NA,NA
campfire,8,8,0,0,NA,NA,NA,NA
campfires,NA,9,0,NA,NA,NA,NA,NA
camps,5,5,2,9,NA,NA,NA,NA
campuses,8,8,0,1,NA,NA,NA,NA
canaanite,NA,9,0,NA,NA,NA,NA,NA
candidate,8,9,0,1,578,NA,452,NA
candidates,9,10,0,1,NA,NA,NA,NA
canes,4,5,14,20,NA,NA,NA,NA
canister,8,8,1,1,NA,NA,NA,NA
canisters,8,9,1,1,NA,NA,NA,NA
cannabis,7,8,0,0,NA,NA,NA,NA
canneries,NA,9,0,NA,NA,NA,NA,NA
cannery,6,7,1,3,NA,NA,NA,NA
cannibal,6,8,0,1,NA,NA,NA,NA
cannibals,7,9,0,1,NA,NA,NA,NA
cannister,NA,9,0,NA,NA,NA,NA,NA
canoeing,6,8,0,0,NA,NA,NA,NA
canola,NA,6,0,NA,NA,NA,NA,NA
canopy,6,6,0,1,NA,NA,NA,NA
canvases,8,8,0,1,NA,NA,NA,NA
canvasses,8,9,1,1,NA,NA,NA,NA
capes,4,5,11,14,NA,NA,NA,NA
capitals,7,8,0,1,NA,NA,NA,NA
caprices,8,8,0,0,NA,NA,NA,NA
capsaicin,NA,9,0,NA,NA,NA,NA,NA
caravan,7,7,0,1,NA,NA,562,NA
caravans,8,8,0,1,NA,NA,NA,NA
caravel,NA,7,1,NA,NA,NA,NA,NA
carbonate,NA,9,0,NA,NA,NA,NA,NA
carcasses,7,9,0,1,NA,NA,NA,NA
cardinals,7,9,0,1,NA,NA,NA,NA
cards,4,5,6,11,NA,NA,NA,NA
caresses,7,8,1,1,NA,NA,NA,NA
caretaker,7,9,0,1,NA,NA,NA,NA
caretakers,7,10,0,1,NA,NA,NA,NA
caribou,6,7,0,0,NA,NA,NA,NA
carillon,8,8,0,0,NA,NA,NA,NA
carjacker,NA,9,0,NA,NA,NA,NA,NA
carjackers,NA,10,0,NA,NA,NA,NA,NA
carmaker,NA,8,0,NA,NA,NA,NA,NA
carmakers,NA,9,0,NA,NA,NA,NA,NA
carnation,6,9,0,1,NA,NA,NA,NA
carnations,7,10,0,1,NA,NA,NA,NA
carnauba,NA,8,0,NA,NA,NA,NA,NA
carnivals,NA,9,0,NA,NA,NA,NA,NA
carnivore,7,9,0,1,NA,NA,NA,NA
carnivores,7,10,0,1,NA,NA,NA,NA
carotene,NA,8,0,NA,NA,NA,NA,NA
carpenters,8,10,0,1,NA,NA,NA,NA
carpentry,8,9,0,0,NA,NA,NA,NA
carriages,7,9,1,2,NA,NA,NA,NA
carrier,5,7,4,5,NA,NA,NA,NA
carriers,5,8,2,6,NA,NA,NA,NA
carrion,5,7,0,3,NA,NA,NA,NA
carrozza,NA,8,0,NA,NA,NA,NA,NA
cars,3,4,15,22,NA,NA,NA,NA
cartilage,7,9,0,0,592,NA,421,NA
cartoonist,8,10,0,0,NA,NA,NA,NA
cartridges,8,10,1,1,NA,NA,NA,NA
carts,4,5,7,16,NA,NA,NA,NA
caseloads,NA,9,0,NA,NA,NA,NA,NA
caseworker,8,10,0,0,NA,NA,NA,NA
casinos,7,7,1,1,NA,NA,NA,NA
cask,4,4,6,5,NA,NA,NA,NA
casks,NA,5,4,NA,NA,NA,NA,NA
casserole,7,9,0,1,NA,NA,NA,NA
castaways,NA,9,0,NA,NA,NA,NA,NA
caste,4,5,6,16,NA,597,423,293
castration,8,10,0,0,NA,NA,NA,NA
casuals,NA,7,0,NA,NA,NA,NA,NA
catacomb,NA,8,0,NA,NA,NA,NA,NA
catacombs,NA,9,0,NA,NA,NA,NA,NA
catalog,NA,7,0,NA,NA,NA,NA,NA
catalogs,NA,8,0,NA,NA,NA,NA,NA
catalogues,8,10,1,2,NA,NA,NA,NA
catalyst,8,8,0,0,NA,NA,NA,NA
catalysts,NA,9,0,NA,NA,NA,NA,NA
catamount,NA,9,0,NA,NA,NA,NA,NA
catapult,NA,8,0,NA,NA,NA,NA,NA
catapults,NA,9,0,NA,NA,NA,NA,NA
cataracts,9,9,0,1,NA,NA,NA,NA
caterer,7,7,1,0,NA,NA,NA,NA
caterers,NA,8,0,NA,NA,NA,NA,NA
catharsis,7,9,0,0,NA,NA,NA,NA
cathedral,8,9,0,1,NA,NA,599,NA
cathedrals,9,10,0,1,NA,NA,NA,NA
catheters,NA,9,0,NA,NA,NA,NA,NA
cats,4,4,15,19,NA,NA,NA,NA
caucasians,NA,10,0,NA,NA,NA,NA,NA
caucuses,7,8,0,2,NA,NA,NA,NA
causation,6,9,0,0,NA,NA,NA,NA
cavalcade,7,9,0,0,NA,NA,NA,NA
cavalry,6,7,0,0,NA,NA,NA,NA
caveats,NA,7,0,NA,NA,NA,NA,NA
caves,4,5,12,9,NA,NA,NA,NA
cavities,7,8,0,1,NA,NA,NA,NA
cavity,6,6,0,1,NA,NA,NA,NA
ceasefire,NA,9,0,NA,NA,NA,NA,NA
celebrant,NA,9,0,NA,NA,NA,NA,NA
celebre,NA,7,0,NA,NA,NA,NA,NA
celery,6,6,0,1,NA,NA,NA,NA
cell,3,4,10,25,500,NA,469,NA
cells,4,5,9,17,NA,NA,NA,NA
celluloid,8,9,0,0,NA,NA,NA,NA
celt,NA,4,9,NA,NA,NA,NA,NA
celts,NA,5,8,NA,NA,NA,NA,NA
censorship,8,10,0,0,NA,NA,NA,NA
cent,4,4,11,16,433,NA,518,NA
centavos,NA,8,0,NA,NA,NA,NA,NA
centigram,NA,9,0,NA,NA,NA,NA,NA
centrifuge,10,10,0,0,NA,NA,NA,NA
cents,5,5,6,12,NA,NA,NA,NA
centuries,8,9,0,1,NA,NA,NA,NA
century,7,7,0,1,414,NA,395,NA
ceramics,8,8,0,1,NA,NA,NA,NA
cereal,5,6,0,2,245,NA,608,NA
cereals,6,7,0,2,NA,NA,NA,NA
certainty,6,9,1,1,NA,NA,NA,NA
certitude,8,9,0,1,NA,NA,NA,NA
cesium,NA,6,0,NA,NA,NA,NA,NA
cessation,6,9,0,1,NA,NA,NA,NA
chains,4,6,1,13,NA,NA,NA,NA
chairwoman,NA,10,0,NA,NA,NA,NA,NA
chaise,3,6,0,22,NA,NA,NA,NA
chalk,3,5,0,12,260,NA,603,NA
chalks,4,6,1,11,NA,NA,NA,NA
challenger,8,10,2,0,NA,NA,NA,NA
champ,NA,5,5,NA,NA,NA,NA,NA
champions,8,9,0,2,NA,NA,NA,NA
chandelier,8,10,0,0,NA,NA,NA,NA
changeover,NA,10,0,NA,NA,NA,NA,NA
chaps,4,5,5,15,NA,NA,NA,NA
character,8,9,0,1,464,NA,372,NA
characters,8,10,0,1,NA,NA,NA,NA
chariot,5,7,0,1,NA,NA,NA,NA
chariots,6,8,0,1,NA,NA,NA,NA
charities,7,9,0,1,NA,NA,NA,NA
charity,6,7,1,2,433,NA,445,NA
charlatan,7,9,0,0,NA,NA,NA,NA
charlatans,NA,10,0,NA,NA,NA,NA,NA
charms,4,6,2,11,NA,NA,NA,NA
charwoman,7,9,0,0,NA,NA,NA,NA
chastity,7,8,0,0,NA,NA,NA,NA
chauvinist,8,10,1,0,NA,NA,NA,NA
cheeks,4,6,4,10,NA,NA,NA,NA
chefs,4,5,2,1,NA,NA,NA,NA
chemicals,7,9,0,1,NA,NA,NA,NA
chemistry,8,9,0,0,NA,478,458,NA
cheque,3,6,0,11,463,NA,559,NA
cheques,4,7,0,11,NA,NA,NA,NA
cherokees,NA,9,0,NA,NA,NA,NA,NA
chest,4,5,3,15,302,NA,551,NA
chests,5,6,2,8,NA,NA,NA,NA
chianti,NA,7,0,NA,NA,NA,NA,NA
chicagoan,NA,9,0,NA,NA,NA,NA,NA
chiefs,4,6,0,4,NA,NA,NA,NA
chimes,4,6,5,10,NA,NA,NA,NA
chimpanzee,8,10,0,0,NA,376,NA,620
chinks,5,6,3,12,NA,NA,NA,NA
chits,4,5,4,18,NA,NA,NA,NA
chivalry,6,8,0,1,NA,NA,NA,NA
chloroform,8,10,0,0,NA,NA,NA,NA
choirs,5,6,1,4,NA,NA,NA,NA
chok,NA,4,3,NA,NA,NA,NA,NA
cholera,6,7,0,0,NA,NA,NA,NA
chon,NA,4,3,NA,NA,NA,NA,NA
chord,3,5,2,36,NA,NA,NA,NA
chords,4,6,2,16,NA,NA,NA,NA
chores,3,6,6,23,NA,NA,NA,NA
choruses,7,8,1,1,NA,NA,NA,NA
chrome,4,6,0,11,528,NA,491,NA
chromium,6,8,0,0,NA,NA,NA,NA
chromosome,8,10,0,0,NA,NA,NA,NA
chronicler,9,10,2,0,NA,NA,NA,NA
chrysalis,8,9,0,0,NA,NA,NA,NA
chums,4,5,1,11,NA,NA,NA,NA
chun,NA,4,5,NA,NA,NA,NA,NA
chunks,5,6,2,6,NA,NA,NA,NA
churns,4,6,0,11,NA,NA,NA,NA
cicada,NA,6,0,NA,NA,NA,NA,NA
cicadas,7,7,0,0,NA,NA,NA,NA
cicerone,NA,8,0,NA,NA,NA,NA,NA
cigarette,7,9,0,1,NA,264,645,NA
cinemas,7,7,0,2,NA,NA,NA,NA
cinnamon,7,8,0,2,NA,NA,NA,NA
cinque,NA,6,0,NA,NA,NA,NA,NA
circuitry,NA,9,0,NA,NA,NA,NA,NA
circulars,8,9,0,1,NA,NA,NA,NA
circuses,7,8,0,0,NA,NA,NA,NA
citadel,7,7,0,1,NA,NA,NA,NA
citation,6,8,0,1,NA,NA,386,NA
citations,7,9,0,1,NA,NA,NA,NA
civilians,9,9,0,1,NA,NA,NA,NA
clans,5,5,7,6,NA,NA,NA,NA
clarinet,8,8,0,0,NA,NA,593,NA
clarion,6,7,0,1,NA,NA,NA,NA
clarity,7,7,2,0,NA,564,NA,286
classicist,NA,10,1,NA,NA,NA,NA,NA
clavichord,NA,10,0,NA,NA,NA,NA,NA
clavicle,NA,8,0,NA,NA,NA,NA,NA
clays,NA,5,6,NA,NA,NA,NA,NA
clearances,9,10,0,0,NA,NA,NA,NA
cleat,4,5,6,7,NA,NA,481,NA
cleats,5,6,5,4,NA,NA,NA,NA
clef,NA,4,1,NA,NA,NA,NA,NA
clergyman,8,9,1,0,NA,443,NA,577
clergymen,8,9,1,0,NA,NA,NA,NA
cleverness,8,10,0,0,NA,411,NA,298
clicks,5,6,3,10,NA,NA,NA,NA
clientele,8,9,0,0,NA,NA,NA,NA
cliffs,5,6,0,4,NA,NA,NA,NA
climes,5,6,3,6,NA,NA,NA,NA
clinician,NA,9,0,NA,NA,NA,NA,NA
clinicians,NA,10,0,NA,NA,NA,NA,NA
clique,4,6,0,12,NA,NA,NA,NA
cliques,5,7,0,9,NA,NA,NA,NA
clitoris,8,8,0,0,NA,NA,NA,NA
clones,NA,6,2,NA,NA,NA,NA,NA
cloth,4,5,2,4,255,NA,487,NA
cloths,5,6,1,3,NA,NA,NA,NA
cloudiness,NA,10,0,NA,NA,NA,NA,NA
cloves,5,6,4,5,NA,NA,NA,NA
clowns,5,6,1,5,NA,NA,NA,NA
clubhouses,NA,10,0,NA,NA,NA,NA,NA
clubs,5,5,1,3,NA,NA,NA,NA
clues,4,5,3,11,NA,NA,NA,NA
clumps,6,6,1,4,NA,NA,NA,NA
clumsiness,9,10,0,0,NA,NA,NA,NA
coals,4,5,5,24,NA,NA,NA,NA
coasts,5,6,3,11,NA,NA,NA,NA
coauthor,NA,8,0,NA,NA,NA,NA,NA
coauthors,NA,9,0,NA,NA,NA,NA,NA
cockatoos,NA,9,0,NA,NA,NA,NA,NA
cockiness,NA,9,0,NA,NA,NA,NA,NA
coconut,7,7,0,1,NA,NA,NA,NA
coconuts,8,8,0,1,NA,NA,NA,NA
coelacanth,8,10,0,0,NA,NA,NA,NA
coercion,5,8,0,0,NA,NA,NA,NA
cofounder,NA,9,0,NA,NA,NA,NA,NA
cognition,7,9,0,0,NA,NA,NA,NA
cognizance,9,10,0,0,NA,NA,NA,NA
coherence,8,9,0,1,NA,NA,NA,NA
cohesion,6,8,0,0,NA,NA,NA,NA
coif,NA,4,2,NA,NA,NA,NA,NA
coils,4,5,6,12,NA,NA,NA,NA
coins,4,5,6,12,NA,NA,NA,NA
coke,3,4,12,24,NA,NA,623,NA
cokes,4,5,9,19,NA,NA,NA,NA
colanders,NA,9,0,NA,NA,NA,NA,NA
colds,5,5,4,6,NA,NA,NA,NA
coleus,NA,6,0,NA,NA,NA,NA,NA
collagen,NA,8,1,NA,NA,NA,NA,NA
collages,7,8,1,0,NA,NA,NA,NA
collection,7,10,0,2,428,NA,419,NA
collector,8,9,0,1,NA,NA,NA,NA
collectors,8,10,0,1,NA,NA,NA,NA
colleges,7,8,1,1,NA,NA,NA,NA
collegian,NA,9,0,NA,NA,NA,NA,NA
collision,6,9,1,2,NA,NA,NA,NA
collisions,7,10,0,1,NA,NA,NA,NA
colloquy,7,8,0,0,NA,NA,NA,NA
collusion,6,9,1,2,NA,NA,NA,NA
colonies,7,8,0,2,NA,NA,NA,NA
colonist,NA,8,0,NA,NA,NA,NA,NA
colonists,9,9,0,1,NA,NA,NA,NA
colony,6,6,0,1,NA,NA,481,NA
colorfast,NA,9,0,NA,NA,NA,NA,NA
colossus,7,8,0,0,NA,NA,NA,NA
columnist,9,9,0,1,NA,NA,NA,NA
columnists,10,10,0,2,NA,NA,NA,NA
combatants,10,10,0,0,NA,NA,NA,NA
combustion,9,10,0,0,NA,NA,505,NA
comedies,7,8,0,1,NA,NA,NA,NA
comforter,8,9,1,2,NA,NA,NA,NA
comforters,8,10,0,1,NA,NA,NA,NA
commandant,9,10,0,0,NA,NA,NA,NA
commanders,8,10,0,2,NA,NA,NA,NA
commando,7,8,1,1,NA,NA,NA,NA
commandos,8,9,0,2,NA,NA,NA,NA
commitment,9,10,0,0,NA,NA,NA,NA
committal,6,9,0,1,NA,NA,NA,NA
committee,6,9,1,3,517,NA,481,NA
committees,7,10,0,3,NA,NA,NA,NA
commodore,7,9,0,0,NA,NA,NA,NA
commoners,7,9,0,2,NA,NA,NA,NA
commotion,6,9,0,1,NA,NA,NA,NA
communion,9,9,0,0,NA,NA,NA,NA
communists,10,10,0,2,NA,NA,NA,NA
commuter,8,8,2,1,NA,NA,NA,NA
commuters,8,9,1,1,NA,NA,NA,NA
comp,NA,4,7,NA,NA,NA,NA,NA
compactor,NA,9,0,NA,NA,NA,NA,NA
compagnie,NA,9,0,NA,NA,NA,NA,NA
companies,8,9,0,2,NA,NA,NA,NA
companion,9,9,0,1,NA,NA,NA,NA
companions,10,10,0,1,NA,NA,NA,NA
compassion,7,10,0,0,NA,568,NA,417
competence,9,10,0,1,NA,NA,339,NA
compiler,NA,8,1,NA,NA,NA,NA,NA
complainer,NA,10,1,NA,NA,NA,NA,NA
completion,8,10,1,0,NA,NA,NA,NA
complexes,10,9,1,0,NA,NA,NA,NA
complexion,9,10,1,0,NA,NA,NA,NA
compliance,9,10,0,1,NA,NA,NA,NA
component,9,9,0,1,NA,NA,NA,NA
components,10,10,0,1,NA,NA,NA,NA
composer,8,8,2,2,461,NA,467,NA
composers,8,9,0,2,NA,NA,NA,NA
composites,NA,10,0,NA,NA,NA,NA,NA
composure,8,9,0,1,NA,NA,361,NA
compressor,9,10,0,0,NA,NA,NA,NA
compulsion,8,10,0,0,NA,NA,NA,NA
computers,9,9,1,1,NA,NA,NA,NA
conception,8,10,0,1,NA,NA,NA,NA
concertos,8,9,0,1,NA,NA,NA,NA
concession,7,10,2,2,NA,NA,NA,NA
concierge,7,9,0,0,NA,NA,NA,NA
conclusion,8,10,0,0,536,NA,345,NA
concoction,8,10,0,0,NA,NA,NA,NA
concubines,10,10,0,1,NA,NA,NA,NA
concussion,7,10,1,0,NA,NA,NA,NA
condenser,NA,9,1,NA,NA,NA,NA,NA
condiment,9,9,0,0,NA,NA,NA,NA
condiments,NA,10,0,NA,NA,NA,NA,NA
condolence,9,10,0,0,NA,NA,NA,NA
conduction,NA,10,0,NA,NA,NA,NA,NA
conductor,9,9,0,1,NA,NA,NA,NA
conductors,9,10,0,1,NA,NA,NA,NA
conduits,7,8,1,1,NA,NA,NA,NA
cones,4,5,10,19,NA,NA,NA,NA
confection,8,10,2,2,NA,NA,NA,NA
conference,9,10,0,0,539,NA,465,NA
confession,7,10,1,2,NA,NA,NA,NA
confetti,7,8,0,0,NA,NA,NA,NA
confidant,9,9,1,1,NA,NA,NA,NA
confidante,NA,10,1,NA,NA,NA,NA,NA
confidants,10,10,0,1,NA,NA,NA,NA
confidence,9,10,0,1,481,NA,371,NA
confluence,8,10,0,0,NA,NA,NA,NA
conformist,9,10,0,0,NA,NA,NA,NA
confusions,NA,10,0,NA,NA,NA,NA,NA
congestion,9,10,0,0,NA,NA,NA,NA
conifers,7,8,0,1,NA,NA,NA,NA
conjuror,NA,8,0,NA,NA,NA,NA,NA
connector,NA,9,0,NA,NA,NA,NA,NA
connexions,NA,10,0,NA,NA,NA,NA,NA
conniption,NA,10,0,NA,NA,NA,NA,NA
connivance,8,10,0,0,NA,NA,NA,NA
conqueror,8,9,0,1,NA,NA,NA,NA
conquerors,8,10,0,1,NA,NA,NA,NA
consensus,9,9,0,0,NA,NA,NA,NA
consonants,10,10,0,1,NA,NA,NA,NA
consortia,7,9,0,0,NA,NA,NA,NA
constables,9,10,0,1,NA,NA,NA,NA
constancy,9,9,0,0,NA,NA,NA,NA
consultant,10,10,0,0,NA,NA,NA,NA
consumer,9,8,2,1,NA,NA,NA,NA
consumers,9,9,0,1,NA,NA,NA,NA
contagion,8,9,0,1,NA,NA,NA,NA
container,8,9,1,1,NA,NA,NA,NA
containers,8,10,0,1,NA,NA,NA,NA
contender,9,9,1,1,NA,NA,NA,NA
contenders,9,10,0,1,NA,NA,NA,NA
contention,8,10,1,1,NA,NA,NA,NA
contestant,NA,10,0,NA,NA,NA,NA,NA
continent,9,9,0,1,453,NA,478,NA
contortion,NA,10,0,NA,NA,NA,NA,NA
contractor,10,10,0,0,NA,NA,NA,NA
contrition,8,10,0,0,NA,NA,NA,NA
controller,9,10,1,0,NA,NA,NA,NA
contusion,NA,9,1,NA,NA,NA,NA,NA
contusions,NA,10,1,NA,NA,NA,NA,NA
convection,8,10,4,3,NA,NA,NA,NA
conversion,7,10,0,0,NA,NA,NA,NA
converter,8,9,1,1,NA,NA,NA,NA
converters,8,10,0,1,NA,NA,NA,NA
conveyance,8,10,0,0,622,NA,397,NA
conveyor,NA,8,0,NA,NA,NA,NA,NA
conviction,8,10,1,1,NA,NA,NA,NA
convulsion,8,10,0,0,NA,NA,NA,NA
coons,4,5,6,11,NA,NA,NA,NA
copier,NA,6,4,NA,NA,NA,NA,NA
copiers,NA,7,1,NA,NA,NA,NA,NA
cops,4,4,15,21,NA,NA,NA,NA
copycat,NA,7,0,NA,NA,NA,NA,NA
copycats,NA,8,0,NA,NA,NA,NA,NA
copyright,7,9,0,0,NA,NA,NA,NA
copyrights,NA,10,0,NA,NA,NA,NA,NA
cords,4,5,10,16,NA,NA,NA,NA
core,3,4,21,26,344,NA,497,NA
cores,3,5,16,36,NA,NA,NA,NA
