Word|s	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	syllables|f
muscle	694	528	657	503	13.61	2.842	6.29	2.7235	Noun	689.0	0.99	Noun.Name	689.4	4.133818947	2
nah	1433	960	165	74	28.1	3.1565	11.44	2.9827	Interjection	1390.0	0.98	Interjection.Name	1390.24	4.448383293	1
nail	951	710	846	678	18.65	2.9786	8.46	2.8519	Verb	533.0	0.56	Verb.Noun	533.417	4.270471091	1
nail	563	432	515	421	11.04	2.7513	5.15	2.6365	Noun	552.0	0.98	Noun.Verb	552.10	4.043113246	1
named	3564	2359	3492	2327	69.88	3.5521	28.12	3.3729	Verb	3509.0	0.98	Verb.Adjective	3509.55	4.843893676	1
name	2746	1793	2667	1759	53.84	3.4389	21.38	3.2538	Noun	2733.0	0.99	Noun.Verb	2733.37	4.730692802	1
nanny	531	183	306	156	10.41	2.7259	2.18	2.2648	Noun	527.0	1.0	Noun.Verb.Name	527.1.1	4.017745774	2
nap	645	487	626	481	12.65	2.8102	5.81	2.6884	Noun	611.0	0.95	Noun.Verb	611.33	4.10206666	1
nation	1045	620	967	591	20.49	3.0195	7.39	2.7931	Noun	1035.0	1.0	Noun.Name	1035.2	4.311365827	2
nature	2303	1525	2052	1416	45.16	3.3625	18.18	3.1836	Noun	2220.0	0.97	Noun.Name	2220.69	4.654316617	2
naughty	523	385	439	351	10.25	2.7193	4.59	2.5866	Adjective	521.0	1.0	Adjective	521	4.011165429	2
navy	1310	464	385	197	25.69	3.1176	5.53	2.6675	Noun	1306.0	1.0	Noun.Name	1306.2	4.409436834	2
near	4238	2814	4055	2741	83.1	3.6273	33.55	3.4495	Preposition	3016.0	0.71	Preposition.Adverb.Adjective.Verb	3016.915.192.107	4.919097559	1
nearly	1721	1290	1566	1210	33.75	3.236	15.38	3.1109	Adverb	1720.0	1.0	Adverb	1720	4.527867289	2
neat	635	506	547	449	12.45	2.8035	6.03	2.705	Adjective	633.0	1.0	Adjective	633	4.095291258	1
neck	3035	1961	2956	1931	59.51	3.4823	23.38	3.2927	Noun	2997.0	0.99	Noun.Verb	2997.27	4.774135909	1
needed	4818	3101	4789	3093	94.47	3.683	36.97	3.4916	Verb	4814.0	1.0	Verb.Adjective.Noun	4814.2.1	4.974791068	2
needle	608	432	552	405	11.92	2.7846	5.15	2.6365	Noun	607.0	1.0	Noun	607	4.076451435	2
neighbor	864	623	821	606	16.94	2.937	7.43	2.7952	Noun	833.0	0.97	Noun.Name	833.24	4.22885025	2
neighbor	868	635	819	604	17.02	2.939	7.57	2.8035	Noun	869.0	1.0	Noun.Name	869.2	4.230853919	2
neither	3451	2527	2037	1637	67.67	3.5381	30.13	3.4028	Adverb	2241.0	0.65	Adverb.Determiner	2241.1209	4.829904929	2
nephew	846	475	810	471	16.59	2.9279	5.66	2.6776	Noun	846.0	1.0	Noun	846	4.219717552	2
nerve	1171	834	1152	824	22.96	3.0689	9.94	2.9217	Noun	1159.0	0.99	Noun.Verb	1159.7	4.360761754	1
nerve	559	444	534	428	10.96	2.7482	5.29	2.6484	Noun	558.0	1.0	Noun	558	4.040022169	1
nervous	3425	2105	3272	2047	67.16	3.5348	25.1	3.3235	Adjective	3419.0	1.0	Adjective	3419	4.826621501	2
nest	566	367	514	343	11.1	2.7536	4.38	2.5658	Noun	541.0	0.96	Noun.Verb	541.21	4.045417201	1
net	793	541	699	479	15.55	2.8998	6.45	2.734	Noun	580.0	0.83	Noun.Adjective.Verb	580.108.13	4.191654645	1
network	843	473	704	397	16.53	2.9263	5.64	2.6758	Noun	839.0	1.0	Noun.Verb	839.2	4.218176589	2
nicely	510	448	436	390	10.0	2.7084	5.34	2.6522	Adverb	511.0	1.0	Adverb	511	4.000255042	2
nightmare	1142	857	1103	837	22.39	3.058	10.22	2.9335	Noun	1142.0	1.0	Noun	1142	4.349880373	2
night	1727	1286	1670	1252	33.86	3.2375	15.33	3.1096	Noun	1731.0	1.0	Noun	1731	4.52937788	1
nine	3441	1969	2560	1641	67.47	3.5368	23.47	3.2945	Number	3434.0	1.0	Number.Noun	3434.4	4.828645008	1
noble	744	506	638	459	14.59	2.8722	6.03	2.705	Adjective	673.0	0.9	Adjective.Name.Noun	673.62.10	4.163990415	2
noise	1779	1252	1741	1237	34.88	3.2504	14.93	3.098	Noun	1773.0	1.0	Noun.Name.Verb	1773.2.1	4.542254144	1
nonsense	1452	1021	942	722	28.47	3.1623	12.17	3.0095	Noun	1445.0	1.0	Noun.Name	1445.1	4.454099756	2
noon	924	703	848	673	18.12	2.9661	8.38	2.8476	Noun	922.0	1.0	Noun	922	4.257975875	1
nope	1783	1330	43	31	34.96	3.2514	15.86	3.1242	Interjection	1778.0	1.0	Interjection	1778	4.543228992	1
nor	1835	1112	1325	859	35.98	3.2639	13.26	3.0465	Conjunction	1805.0	1.0	Conjunction	1805	4.555706819	1
normal	3589	2134	3410	2086	70.37	3.5551	25.44	3.3294	Adjective	3585.0	1.0	Adjective	3585	4.846928591	2
north	3258	1616	1583	979	63.88	3.5131	19.27	3.2087	Noun	2942.0	0.9	Noun.Name	2942.315	4.804918503	1
nose	3557	2125	3407	2081	69.75	3.5512	25.33	3.3276	Noun	3539.0	1.0	Noun.Verb	3539.17	4.843040086	1
note	2731	1622	2545	1540	53.55	3.4365	19.34	3.2103	Noun	2421.0	0.88	Noun.Verb	2421.332	4.728314837	1
note	1255	786	1205	759	24.61	3.099	9.37	2.896	Noun	1172.0	0.93	Noun.Verb	1172.83	4.390823782	1
notice	3022	2170	2833	2069	59.25	3.4804	25.87	3.3367	Verb	2224.0	0.74	Verb.Noun	2224.799	4.772272289	2
noticed	2131	1666	2121	1660	41.78	3.3288	19.86	3.2219	Verb	2131.0	1.0	Verb	2131	4.620621342	2
novel	513	297	504	293	10.06	2.711	3.54	2.4742	Noun	455.0	0.89	Noun.Adjective	455.58	4.002797261	2
nowhere	1995	1498	1749	1363	39.12	3.3002	17.86	3.1758	Adverb	1994.0	1.0	Adverb	1994	4.591994679	2
number	2020	1252	1956	1230	39.61	3.3056	14.93	3.098	Noun	2012.0	1.0	Noun.Verb.Name	2012.6.2	4.597400456	2
nurse	2294	1099	1589	906	44.98	3.3608	13.1	3.0414	Noun	2021.0	0.88	Noun.Verb.Name	2021.264.6	4.652616832	1
nurse	672	399	616	374	13.18	2.828	4.76	2.6021	Noun	654.0	0.98	Noun.Verb	654.10	4.119849206	2
nut	797	551	744	536	15.63	2.902	6.57	2.7419	Noun	762.0	0.96	Noun.Verb.Name	762.34.1	4.193837033	1
nut	2729	1712	2587	1659	53.51	3.4362	20.41	3.2338	Noun	2255.0	0.83	Noun.Adjective.Verb.Name	2255.452.17.1	4.727996789	1
object	1314	823	1283	814	25.76	3.1189	9.81	2.9159	Noun	780.0	0.59	Noun.Verb	780.531	4.410759895	2
obsessed	526	407	509	399	10.31	2.7218	4.85	2.6107	Adjective	517.0	0.98	Adjective.Verb	517.9	4.013644757	2
occurred	737	626	737	626	14.45	2.8681	7.46	2.7973	Verb	736.0	1.0	Verb	736	4.159890504	2
ocean	1545	862	1284	760	30.29	3.1892	10.28	2.936	Noun	1488.0	0.96	Noun.Name.Adjective	1488.55.1	4.481043632	2
odd	1226	917	1134	868	24.04	3.0888	10.93	2.9628	Adjective	1224.0	1.0	Adjective	1224	4.380678705	1
odds	970	708	906	667	19.02	2.9872	8.44	2.8506	Noun	971.0	1.0	Noun	971	4.279053372	1
offense	840	692	826	688	16.47	2.9248	8.25	2.8407	Noun	800.0	0.96	Noun.Verb.Name	800.31.2	4.216630138	2
offer	3810	2371	3740	2342	74.71	3.581	28.27	3.3751	Verb	2089.0	0.55	Verb.Noun	2089.1719	4.872873091	2
offered	1333	1049	1312	1034	26.14	3.1252	12.51	3.0212	Verb	1325.0	0.99	Verb.Adjective	1325.9	4.416989972	2
often	2925	2017	2823	1971	57.35	3.4663	24.05	3.3049	Adverb	2926.0	1.0	Adverb	2926	4.758108464	2
oil	2095	1059	1816	997	41.08	3.3214	12.63	3.0253	Noun	2069.0	0.99	Noun.Verb.Name	2069.19.3	4.61322542	1
older	2135	1502	2031	1456	41.86	3.3296	17.91	3.177	Adjective	2132.0	1.0	Adjective	2132	4.621435391	2
onto	1871	1429	1858	1425	36.69	3.2723	17.04	3.1553	Preposition	1871.0	1.0	Preposition	1871	4.564139987	2
ooh	4827	1755	498	234	94.65	3.6838	20.92	3.2445	Interjection	4788.0	1.0	Interjection.Unclassified	4788.6	4.975601404	1
oops	556	434	31	28	10.9	2.7459	5.17	2.6385	Interjection	553.0	1.0	Interjection	553	4.037689337	1
opened	1726	1321	1707	1309	33.84	3.2373	15.75	3.1212	Verb	1714.0	0.99	Verb.Adjective.Noun	1714.6.3	4.52912648	2
open	848	648	806	618	16.63	2.9289	7.73	2.8122	Verb	844.0	1.0	Verb	844	4.220741832	2
opera	873	376	740	338	17.12	2.9415	4.48	2.5763	Noun	871.0	1.0	Noun	871	4.233345575	2
option	736	565	714	559	14.43	2.8675	6.74	2.7528	Noun	736.0	1.0	Noun	736	4.15930163	2
option	715	545	692	544	14.02	2.8549	6.5	2.7372	Noun	716.0	1.0	Noun	716	4.146747164	2
orange	1138	684	866	542	22.31	3.0565	8.15	2.8357	Adjective	606.0	0.54	Adjective.Noun.Name	606.520.4	4.348357866	2
ordered	1885	1367	1866	1363	36.96	3.2755	16.3	3.1361	Verb	1868.0	0.99	Verb.Adjective.Noun	1868.13.2	4.567375831	2
order	3130	1551	2987	1512	61.37	3.4957	18.49	3.1909	Noun	3011.0	0.96	Noun.Verb	3011.121	4.78751721	2
others	5061	2916	4799	2826	99.24	3.7043	34.76	3.4649	Noun	5076.0	1.0	Noun	5076	4.996156283	2
ouch	559	424	45	34	10.96	2.7482	5.05	2.6284	Interjection	556.0	1.0	Interjection	556	4.040022169	1
ought	4118	2110	4052	2093	80.75	3.6148	25.15	3.3245	Verb	4927.0	1.0	Verb	4927	4.906625934	1
ours	1801	1395	1648	1304	35.31	3.2558	16.63	3.1449	Pronoun	1801.0	1.0	Pronoun	1801	4.547588929	2
outfit	1280	838	1278	838	25.1	3.1075	9.99	2.9238	Noun	1279.0	1.0	Noun	1279	4.399383272	2
outta	3185	1206	3111	1190	62.45	3.5032	14.38	3.0817	Noun	3169.0	1.0	Noun.Name	3169.13	4.795079914	2
ow	2903	1210	274	141	56.92	3.463	14.43	3.0831	Verb	2687.0	0.94	Verb.Noun.Name	2687.146.40	4.754830754	1
owe	3782	2353	3767	2350	74.16	3.5778	28.05	3.3718	Verb	3775.0	1.0	Verb.Noun	3775.1	4.869670483	1
owned	599	497	591	489	11.75	2.7782	5.93	2.6972	Verb	589.0	0.98	Verb.Adjective	589.10	4.069985393	1
owner	1185	850	1136	826	23.24	3.0741	10.13	2.9299	Noun	1185.0	1.0	Noun	1185	4.365918831	2
owns	976	771	946	753	19.14	2.9899	9.19	2.8876	Verb	976.0	1.0	Verb	976	4.281728706	1
pack	2235	1592	1947	1423	43.82	3.3495	18.98	3.2022	Verb	1267.0	0.57	Verb.Noun	1267.966	4.641305941	1
package	1162	705	1112	676	22.78	3.0656	8.4	2.8488	Noun	1120.0	0.96	Noun.Verb	1120.42	4.357413857	2
packed	904	745	861	716	17.73	2.9566	8.88	2.8727	Verb	765.0	0.85	Verb.Adjective	765.136	4.248482721	1
packing	698	574	650	541	13.69	2.8445	6.84	2.7597	Verb	472.0	0.68	Verb.Noun	472.226	4.136311318	2
page	1912	1146	1512	1024	37.49	3.2817	13.66	3.0596	Noun	1677.0	0.88	Noun.Verb.Name	1677.148.88	4.573549112	1
page	695	498	654	465	13.63	2.8426	5.94	2.6981	Noun	690.0	0.99	Noun.Verb.Name	690.2.2	4.134443382	2
paid	4369	2639	4270	2607	85.67	3.6405	31.46	3.4216	Verb	4261.0	0.98	Verb.Adjective.Noun	4261.96.1	4.932315579	1
pain	4995	2568	4767	2516	97.94	3.6986	30.62	3.4098	Noun	4938.0	0.99	Noun.Verb	4938.40	4.990456572	1
painful	773	642	738	622	15.16	2.8887	7.65	2.8082	Adjective	771.0	1.0	Adjective	771	4.180575103	2
paint	1877	1025	1752	984	36.8	3.2737	12.22	3.0111	Verb	1020.0	0.54	Verb.Noun	1020.854	4.56552973	1
painted	710	548	686	532	13.92	2.8519	6.53	2.7396	Verb	635.0	0.9	Verb.Adjective	635.74	4.143703743	2
painting	1489	639	1438	622	29.2	3.1732	7.62	2.8062	Noun	1240.0	0.83	Noun.Verb	1240.248	4.465020411	2
painting	575	249	561	243	11.27	2.7604	2.97	2.3979	Noun	575.0	1.0	Noun	575	4.052256626	2
pair	1900	1357	1851	1341	37.25	3.279	16.18	3.1329	Noun	1877.0	0.99	Noun.Verb	1877.22	4.570816259	1
pal	2937	1602	2821	1569	57.59	3.4681	19.1	3.2049	Noun	2930.0	1.0	Noun.Name	2930.3	4.759885934	1
palace	979	438	648	286	19.2	2.9912	5.22	2.6425	Noun	966.0	0.99	Noun.Name	966.13	4.283060218	2
palm	675	435	344	274	13.24	2.8299	5.19	2.6395	Noun	675.0	1.0	Noun	675	4.121780838	1
pan	627	366	345	265	12.29	2.798	4.36	2.5647	Noun	291.0	0.46	Noun.Name.Verb	291.265.70	4.089793786	1
panic	1114	792	1063	769	21.84	3.0473	9.44	2.8993	Noun	575.0	0.52	Noun.Verb	575.540	4.33910901	2
pant	2996	1770	2850	1722	58.75	3.4767	21.1	3.2482	Noun	2989.0	1.0	Noun.Name	2989.3	4.768520885	1
papa	2172	571	351	199	42.59	3.3371	6.81	2.7574	Noun	2154.0	1.0	Noun.Name	2154.5	4.628893868	2
paper	2638	1469	2562	1452	51.73	3.4214	17.51	3.1673	Noun	2633.0	1.0	Noun.Verb	2633.3	4.713273532	2
parade	657	421	565	380	12.88	2.8182	5.02	2.6253	Noun	598.0	0.91	Noun.Verb	598.59	4.110060036	2
pardon	3297	1788	1840	1140	64.65	3.5183	21.32	3.2526	Noun	1981.0	0.6	Noun.Verb.Name	1981.1300.1	4.810084793	2
parent	670	475	648	463	13.14	2.8267	5.66	2.6776	Noun	667.0	1.0	Noun	667	4.118556662	2
park	3678	1875	2307	1343	72.12	3.5657	22.35	3.2732	Noun	2846.0	0.78	Noun.Verb.Name	2846.555.268	4.85756393	1
parked	533	454	517	443	10.45	2.7275	5.41	2.658	Verb	505.0	0.95	Verb.Adjective	505.26	4.019375399	1
parking	1379	929	1312	903	27.04	3.1399	11.08	2.9685	Noun	1304.0	0.95	Noun.Verb	1304.74	4.431713229	2
parole	533	290	503	282	10.45	2.7275	3.46	2.4639	Noun	527.0	1.0	Noun	527	4.019375399	2
party	1182	881	1144	866	23.18	3.073	10.5	2.9455	Noun	1178.0	1.0	Noun.Verb	1178.5	4.364818887	2
partner	3836	1772	3739	1762	75.22	3.584	21.13	3.2487	Noun	3740.0	0.98	Noun.Verb	3740.84	4.875825941	2
partner	1232	756	1141	731	24.16	3.091	9.01	2.8791	Noun	1231.0	1.0	Noun	1231	4.382797219	2
part	1501	1063	1468	1048	29.43	3.1767	12.67	3.0269	Noun	1489.0	0.99	Noun.Verb	1489.15	4.468504075	1
passed	2631	1915	2574	1890	51.59	3.4203	22.83	3.2824	Verb	2627.0	1.0	Verb.Adjective	2627.4	4.712120027	1
pass	643	522	622	510	12.61	2.8089	6.22	2.7185	Verb	392.0	0.61	Verb.Noun	392.252	4.10072001	2
passing	1325	1022	1219	973	25.98	3.1225	12.18	3.0099	Verb	900.0	0.68	Verb.Adjective.Noun.Name	900.216.204.1	4.414377666	2
passion	1008	724	900	675	19.76	3.0039	8.63	2.8603	Noun	1008.0	1.0	Noun	1008	4.295725308	2
passport	534	285	492	272	10.47	2.7284	3.4	2.4564	Noun	533.0	1.0	Noun	533	4.020187924	2
patch	888	521	586	431	17.41	2.9489	6.21	2.7177	Noun	593.0	0.67	Noun.Verb.Name	593.270.25	4.240735903	1
path	1252	870	1198	848	24.55	3.098	10.37	2.94	Noun	1252.0	1.0	Noun	1252	4.389785213	1
patience	784	573	557	472	15.37	2.8949	6.83	2.7589	Noun	779.0	1.0	Noun.Name	779.3	4.186703799	2
patient	3246	1460	3129	1438	63.65	3.5115	17.41	3.1647	Noun	2451.0	0.76	Noun.Adjective.Name	2451.773.1	4.803316431	2
patient	1511	689	1466	677	29.63	3.1796	8.21	2.8388	Noun	1515.0	1.0	Noun	1515	4.471385933	2
patrol	792	501	633	418	15.53	2.8993	5.97	2.7007	Noun	671.0	0.85	Noun.Verb.Name	671.119.1	4.191107329	2
pattern	738	522	735	520	14.47	2.8686	6.22	2.7185	Noun	735.0	1.0	Noun.Verb	735.2	4.160478581	2
paying	2207	1610	2157	1582	43.27	3.344	19.19	3.2071	Verb	2151.0	0.97	Verb.Adjective	2151.56	4.635833211	2
payment	538	412	519	399	10.55	2.7316	4.91	2.616	Noun	537.0	1.0	Noun	537	4.023422907	2
pay	715	627	683	601	14.02	2.8549	7.47	2.798	Verb	716.0	1.0	Verb	716	4.146747164	1
peace	3550	1867	2937	1624	69.61	3.5504	22.26	3.2714	Noun	3537.0	1.0	Noun.Name	3537.7	4.842184814	1
peaceful	573	467	539	443	11.24	2.7589	5.57	2.6702	Adjective	572.0	1.0	Adjective	572	4.050746035	2
peanut	630	362	450	291	12.35	2.8	4.32	2.5599	Noun	626.0	1.0	Noun.Name	626.2	4.091863501	2
pen	1261	816	1164	774	24.73	3.1011	9.73	2.9122	Noun	1219.0	0.97	Noun.Verb.Name	1219.24.10	4.392893497	1
penny	1239	597	657	492	24.29	3.0934	7.12	2.7767	Noun	655.0	0.53	Noun.Name	655.572	4.385255827	2
per	1141	795	1049	762	22.37	3.0577	9.48	2.9009	Preposition	813.0	0.74	Preposition.Noun.Adverb.Adjective	813.171.112.6	4.349500246	1
percent	1313	790	1307	787	25.75	3.1186	9.42	2.8982	Noun	1313.0	1.0	Noun	1313	4.410429507	2
perform	821	649	810	644	16.1	2.9149	7.74	2.8129	Verb	822.0	1.0	Verb	822	4.20670596	2
perfume	583	391	535	368	11.43	2.7664	4.66	2.5933	Noun	576.0	0.99	Noun.Verb.Name	576.3.3	4.058246989	2
permit	617	449	539	401	12.1	2.791	5.35	2.6532	Verb	390.0	0.63	Verb.Noun	390.226	4.082822617	2
pet	1029	623	910	574	20.18	3.0128	7.43	2.7952	Noun	887.0	0.87	Noun.Verb.Adjective.Name	887.120.16.2	4.304671367	1
phase	629	409	502	367	12.33	2.7993	4.88	2.6128	Noun	613.0	0.98	Noun.Verb	613.14	4.091174692	1
phone	664	500	647	489	13.02	2.8228	5.96	2.6998	Noun	669.0	1.0	Noun	669	4.114655787	1
photo	1165	774	1122	752	22.84	3.0667	9.23	2.8893	Noun	1164.0	1.0	Noun	1164	4.358532693	2
photo	1016	615	975	591	19.92	3.0073	7.33	2.7896	Noun	1014.0	1.0	Noun.Verb	1014.1	4.299155095	2
picked	3534	2431	3442	2392	69.29	3.5484	28.98	3.386	Verb	3518.0	0.99	Verb.Adjective	3518.18	4.84022356	1
picking	1658	1283	1556	1225	32.51	3.2198	15.3	3.1086	Verb	1636.0	0.99	Verb.Noun	1636.20	4.511680528	2
picnic	596	391	580	380	11.69	2.776	4.66	2.5933	Noun	585.0	0.98	Noun.Verb	585.9	4.067808473	2
picture	3477	1801	3287	1750	68.18	3.5413	21.47	3.2558	Noun	3431.0	0.99	Noun.Verb	3431.47	4.83316372	2
pie	1466	790	1273	751	28.75	3.1664	9.42	2.8982	Noun	1465.0	1.0	Noun	1465	4.458264256	1
piece	1783	1266	1725	1237	34.96	3.2514	15.09	3.1028	Noun	1783.0	1.0	Noun.Verb	1783.1	4.543228992	2
pig	1996	1056	1767	993	39.14	3.3004	12.59	3.0241	Noun	1915.0	0.96	Noun.Verb.Name	1915.75.2	4.592212207	1
pig	678	438	574	390	13.29	2.8319	5.22	2.6425	Noun	679.0	1.0	Noun.Verb	679.1	4.123703916	1
pile	672	529	642	508	13.18	2.828	6.31	2.7243	Noun	561.0	0.84	Noun.Verb	561.110	4.119849206	1
pill	603	387	581	378	11.82	2.781	4.61	2.5888	Noun	600.0	1.0	Noun.Name	600.1	4.072871081	1
pillow	581	453	553	443	11.39	2.7649	5.4	2.6571	Noun	580.0	1.0	Noun	580	4.056757127	2
pill	1266	666	1216	653	24.82	3.1028	7.94	2.8241	Noun	1261.0	1.0	Noun.Verb	1261.1	4.394610757	1
pilot	1360	567	1159	521	26.67	3.1339	6.76	2.7543	Noun	1282.0	0.95	Noun.Verb.Name	1282.70.4	4.425692267	2
pin	835	545	719	507	16.37	2.9222	6.5	2.7372	Noun	542.0	0.65	Noun.Verb.Name	542.291.2	4.21404042	1
pink	1452	812	1139	711	28.47	3.1623	9.68	2.9101	Adjective	1375.0	0.95	Adjective.Noun.Verb.Name	1375.68.4.3	4.454099756	1
pipe	989	643	853	558	19.39	2.9956	7.67	2.8089	Noun	810.0	0.82	Noun.Verb	810.179	4.287469337	1
pit	674	450	602	419	13.22	2.8293	5.36	2.6542	Noun	649.0	0.97	Noun.Verb.Name	649.21.1	4.121137915	1
pitch	792	474	744	454	15.53	2.8993	5.65	2.6767	Noun	528.0	0.67	Noun.Verb	528.264	4.191107329	1
pity	1199	835	1025	727	23.51	3.0792	9.95	2.9222	Noun	958.0	0.8	Noun.Verb	958.240	4.371015388	2
pizza	1709	841	1399	744	33.51	3.233	10.03	2.9253	Noun	1703.0	1.0	Noun.Name	1703.4	4.524830253	2
placed	623	534	616	528	12.22	2.7952	6.37	2.7284	Verb	626.0	1.0	Verb	626	4.087018732	1
place	2706	1973	2573	1915	53.06	3.4325	23.52	3.2953	Noun	2611.0	0.97	Noun.Verb	2611.92	4.724322398	2
plain	1113	832	1001	764	21.82	3.0469	9.92	2.9206	Adjective	831.0	0.74	Adjective.Noun.Adverb	831.224.61	4.338719333	1
plane	4872	1691	4782	1671	95.53	3.6878	20.16	3.2284	Noun	4865.0	1.0	Noun.Verb	4865.5	4.979630554	1
plane	894	350	837	336	17.53	2.9518	4.17	2.5453	Noun	892.0	1.0	Noun.Verb	892.4	4.243657177	1
planet	1975	858	1771	790	38.73	3.2958	10.23	2.934	Noun	1969.0	1.0	Noun.Name	1969.2	4.587621082	2
planned	1624	1300	1604	1289	31.84	3.2109	15.5	3.1143	Verb	1572.0	0.97	Verb.Adjective	1572.53	4.502687507	1
planning	1902	1474	1822	1426	37.29	3.2794	17.57	3.1688	Verb	1653.0	0.87	Verb.Noun	1653.245	4.57127293	2
plan	2867	1883	2793	1862	56.22	3.4576	22.45	3.2751	Noun	2645.0	0.92	Noun.Verb	2645.222	4.749413289	1
plant	1408	831	1338	795	27.61	3.1489	9.91	2.9201	Noun	1036.0	0.74	Noun.Verb	1036.373	4.440745135	1
plastic	957	681	861	625	18.76	2.9814	8.12	2.8338	Noun	957.0	1.0	Noun	957	4.273199651	2
plate	1308	925	1280	905	25.65	3.1169	11.03	2.9666	Noun	1304.0	1.0	Noun.Verb.Name	1304.2.1	4.408773789	1
plate	638	460	610	447	12.51	2.8055	5.48	2.6637	Noun	638.0	1.0	Noun	638	4.097335	1
played	2870	1799	2807	1770	56.27	3.458	21.45	3.2553	Verb	2843.0	0.99	Verb.Adjective	2843.26	4.749867335	1
player	1926	1031	1828	1012	37.76	3.2849	12.29	3.0137	Noun	1926.0	1.0	Noun	1926	4.576715857	2
player	875	464	820	452	17.16	2.9425	5.53	2.6675	Noun	872.0	1.0	Noun.Verb	872.1	4.234338248	2
play	1521	993	1388	926	29.82	3.1824	11.84	2.9974	Verb	1163.0	0.77	Verb.Noun	1163.356	4.474248795	1
pleasant	1072	806	929	736	21.02	3.0306	9.61	2.9069	Adjective	1063.0	0.99	Adjective.Name	1063.7	4.322433864	2
pleased	1455	1101	1127	884	28.53	3.1632	13.13	3.0422	Adjective	1291.0	0.89	Adjective.Verb	1291.162	4.454995517	1
pleasure	4118	2545	3711	2365	80.75	3.6148	30.34	3.4059	Noun	4070.0	0.99	Noun.Verb	4070.36	4.906625934	2
plenty	3178	2181	2704	1961	62.31	3.5023	26.0	3.3389	Pronoun	2782.0	0.88	Pronoun.Adverb.Noun	2782.222.169	4.79412467	2
plot	591	410	557	393	11.59	2.7723	4.89	2.6138	Noun	475.0	0.8	Noun.Verb	475.116	4.064155849	1
plug	531	396	449	358	10.41	2.7259	4.72	2.5988	Noun	290.0	0.55	Noun.Verb	290.240	4.017745774	1
plus	2399	1619	1125	850	47.04	3.3802	19.3	3.2095	Preposition	1241.0	0.52	Preposition.Noun.Adverb.Conjunction	1241.973.129.49	4.672045384	1
pocket	1821	1282	1769	1260	35.71	3.2605	15.28	3.1082	Noun	1801.0	0.99	Noun.Verb	1801.16	4.552382515	2
pocket	626	446	565	434	12.27	2.7973	5.32	2.6503	Noun	622.0	0.99	Noun.Verb	622.4	4.089101683	2
poem	696	314	681	314	13.65	2.8432	3.74	2.4983	Noun	697.0	1.0	Noun	697	4.13506692	2
point	1642	1049	1593	1035	32.2	3.2156	12.51	3.0212	Noun	1437.0	0.88	Noun.Verb	1437.203	4.507471706	1
poison	1252	696	1133	644	24.55	3.098	8.3	2.8432	Noun	1067.0	0.85	Noun.Verb.Name	1067.182.5	4.389785213	2
poker	819	435	751	418	16.06	2.9138	5.19	2.6395	Noun	818.0	1.0	Noun	818	4.205647995	2
pole	642	394	434	311	12.59	2.8082	4.7	2.5966	Noun	636.0	1.0	Noun	636	4.100045115	1
polite	711	592	682	576	13.94	2.8525	7.06	2.7731	Adjective	710.0	1.0	Adjective	710	4.144314136	2
pool	2396	1200	2311	1180	46.98	3.3797	14.31	3.0795	Noun	2381.0	0.99	Noun.Verb	2381.12	4.671502176	1
pop	3441	1548	1595	1163	67.47	3.5368	18.45	3.1901	Interjection	1327.0	0.39	Interjection.Verb.Noun.Adjective.Name	1327.1118.927.55.10	4.828645008	1
pope	546	246	142	76	10.71	2.738	2.93	2.3927	Noun	443.0	0.81	Noun.Name	443.103	4.029821468	1
pop	598	374	331	271	11.73	2.7774	4.46	2.574	Verb	529.0	0.88	Verb.Noun	529.69	4.069260965	1
pork	537	316	438	282	10.53	2.7308	3.77	2.5011	Noun	531.0	0.99	Noun.Name	531.4	4.022616418	1
port	741	382	544	312	14.53	2.8704	4.55	2.5832	Noun	659.0	0.89	Noun.Name.Verb	659.75.8	4.162238047	1
post	1654	1005	1205	835	32.43	3.2188	11.98	3.0026	Noun	1461.0	0.89	Noun.Preposition.Name.Verb.Adjective.Adverb	1461.102.34.33.7.1	4.51063214	1
pound	708	493	671	475	13.88	2.8506	5.88	2.6937	Noun	553.0	0.78	Noun.Verb.Name	553.152.2	4.142480377	1
pound	1595	992	1584	987	31.27	3.203	11.83	2.9969	Noun	1585.0	0.99	Noun.Verb	1585.8	4.494867029	1
pour	771	604	577	479	15.12	2.8876	7.2	2.7818	Verb	761.0	0.99	Verb.Unclassified	761.10	4.179451442	1
powder	818	522	725	490	16.04	2.9133	6.22	2.7185	Noun	732.0	0.89	Noun.Verb.Name	732.74.14	4.205118044	2
power	1826	675	1499	620	35.8	3.2617	8.05	2.8299	Noun	1620.0	0.89	Noun.Name.Verb	1620.179.26	4.553572689	2
practice	2330	1456	2206	1409	45.69	3.3675	17.36	3.1635	Noun	2327.0	1.0	Noun.Name	2327.1	4.659376416	2
pray	1847	1081	1628	1006	36.22	3.2667	12.89	3.0342	Verb	1778.0	0.96	Verb.Adverb	1778.71	4.558536109	1
prayer	805	564	752	537	15.78	2.9063	6.72	2.752	Noun	805.0	1.0	Noun	805	4.198169184	1
