numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	 BF_TP|f	 LEN_L|f	   N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f
2007	6603	blob	60	60	45	44	40	1.176470588	1.785329835	0.536480687	1.662757832	Noun	60	1	3.077163977	1	12	4	4	1	low	low1	3	30	1	2	31	32	33	34
2010	6613	blockages	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	64.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
2013	6628	blocs	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	1	27.75	5	4	1	low	low1	3	30	1	2	31	32	33	34
2014	6629	blog	33	33	25	32	25	0.647058824	1.531478917	0.298044826	1.414973348	Noun	33	1	2.823313059	1	13	4	7	1	low	low1	3	30	1	2	31	32	33	34
2021	6643	blonds	35	35	25	30	21	0.68627451	1.556302501	0.298044826	1.414973348	Noun	35	1	2.848136643	1	39.4	6	3	1	low	low1	3	30	1	2	31	32	33	34
2056	6765	bluebonnet	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	16.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
2076	6819	blurb	13	13	5	13	5	0.254901961	1.146128036	0.059608965	0.77815125	Noun	13	1	2.437962178	1	23	5	1	1	low	low1	3	30	1	2	31	32	33	34
2122	6959	bog	49	49	33	30	24	0.960784314	1.698970004	0.39341917	1.531478917	Noun	49	1	2.990804146	1	8.5	3	19	1	low	low1	3	30	1	2	31	32	33	34
2135	7017	bolero	6	6	5	2	2	0.117647059	0.84509804	0.059608965	0.77815125	Noun	6	1	2.136932182	3	49.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
2147	7057	bombardier	35	35	12	22	11	0.68627451	1.556302501	0.143061516	1.113943352	Noun	35	1	2.848136643	3	38.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
2163	7115	bonfire	89	89	59	87	58	1.745098039	1.954242509	0.703385789	1.77815125	Noun	89	1	3.246076652	3	45.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
2172	7149	bonuses	36	36	31	34	29	0.705882353	1.568201724	0.369575584	1.505149978	Noun	36	1	2.860035866	3	124.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
2182	7180	bookcases	4	4	4	3	3	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	68.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
2187	7192	bookkeeper	65	65	40	58	38	1.274509804	1.819543936	0.476871722	1.612783857	Noun	65	1	3.111378078	3	18.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
2195	7208	bookseller	5	5	4	5	4	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	26.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
2241	7337	borrower	4	4	4	4	4	0.078431373	0.698970004	0.047687172	0.698970004	Noun	4	1	1.990804146	3	63.71	8	1	1	low	low3	4	40	1	2	41	42	43	44
2243	7340	borrowings	2	2	1	2	1	0.039215686	0.477121255	0.011921793	0.301029996	Noun	2	1	1.768955397	3	29	10	0	1	low	low3	4	40	1	2	41	42	43	44
2249	7374	botanist	14	14	13	14	13	0.274509804	1.176091259	0.154983309	1.146128036	Noun	14	1	2.467925401	3	66.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
2251	7376	botany	20	20	19	17	16	0.392156863	1.322219295	0.226514068	1.301029996	Noun	20	1	2.614053437	3	37.2	6	0	1	low	low3	4	40	1	2	41	42	43	44
2255	7398	bottleneck	26	26	15	12	12	0.509803922	1.431363764	0.178826896	1.204119983	Noun	26	1	2.723197906	3	31.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
2266	7422	bough	15	15	11	8	8	0.294117647	1.204119983	0.131139723	1.079181246	Noun	15	1	2.495954125	1	31.5	5	4	1	low	low1	3	30	1	2	31	32	33	34
2270	7434	boulevards	8	8	8	8	8	0.156862745	0.954242509	0.095374344	0.954242509	Noun	7	1	2.246076652	3	20.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
2272	7443	bounciness	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	52.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
2273	7448	boundary	69	69	59	66	56	1.352941176	1.84509804	0.703385789	1.77815125	Noun	69	1	3.136932182	3	51.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
2282	7471	bout	974	974	596	930	575	19.09803922	2.989004616	7.10538865	2.775974331	Noun	967	1	4.280838758	1	21	4	8	1	high	high1	1	10	1	2	11	12	13	14
2334	7636	bran	67	67	47	45	38	1.31372549	1.832508913	0.560324273	1.681241237	Noun	67	1	3.124343055	1	19	4	7	1	low	low1	3	30	1	2	31	32	33	34
2337	7656	brank	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	47.5	5	7	1	low	low1	3	30	1	2	31	32	33	34
2346	7684	bravado	24	24	24	22	22	0.470588235	1.397940009	0.286123033	1.397940009	Noun	24	1	2.689774151	3	44	7	0	1	low	low3	4	40	1	2	41	42	43	44
2357	7719	brazilians	12	12	11	1	1	0.235294118	1.113943352	0.131139723	1.079181246	Noun	12	1	2.405777494	3	31.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
2363	7736	breads	7	7	7	6	6	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	1	52.8	6	5	1	low	low1	3	30	1	2	31	32	33	34
2364	7738	breadth	22	22	21	21	20	0.431372549	1.361727836	0.250357654	1.342422681	Noun	22	1	2.653561978	1	45.33	7	0	1	low	low1	3	30	1	2	31	32	33	34
2381	7794	breaths	158	158	132	156	130	3.098039216	2.201397124	1.573676681	2.123851641	Noun	159	1	3.493231266	1	54.5	7	2	1	low	low1	3	30	1	2	31	32	33	34
2391	7836	brewery	92	92	35	79	32	1.803921569	1.968482949	0.417262756	1.556302501	Noun	92	1	3.260317091	3	98	7	1	1	low	low3	4	40	1	2	41	42	43	44
2395	7850	bribery	69	69	53	57	45	1.352941176	1.84509804	0.631855031	1.73239376	Noun	69	1	3.136932182	3	98.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
2403	7870	brides	47	47	40	39	32	0.921568627	1.681241237	0.476871722	1.612783857	Noun	51	1	2.97307538	1	126.6	6	2	1	low	low1	3	30	1	2	31	32	33	34
2408	7891	briefcases	15	15	11	15	11	0.294117647	1.204119983	0.131139723	1.079181246	Noun	15	1	2.495954125	3	56.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
2411	7900	brig	155	155	60	88	57	3.039215686	2.193124598	0.715307582	1.785329835	Noun	155	1	3.48495874	1	10	4	3	1	low	low1	3	30	1	2	31	32	33	34
2414	7904	brigadier	52	52	27	21	10	1.019607843	1.72427587	0.321888412	1.447158031	Noun	52	1	3.016110012	3	56.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
2424	7937	brine	16	16	12	15	11	0.31372549	1.230448921	0.143061516	1.113943352	Noun	16	1	2.522283064	1	52.75	5	6	1	low	low1	3	30	1	2	31	32	33	34
2433	7968	brit	45	45	25	9	6	0.882352941	1.662757832	0.298044826	1.414973348	Noun	39	1	2.954591974	1	15.67	4	5	1	low	low1	3	30	1	2	31	32	33	34
2461	8055	bronchitis	18	18	12	17	11	0.352941176	1.278753601	0.143061516	1.113943352	Noun	18	1	2.570587743	3	27.33	10	0	1	low	low3	4	40	1	2	41	42	43	44
2467	8074	brooch	67	67	30	66	30	1.31372549	1.832508913	0.357653791	1.491361694	Noun	67	1	3.124343055	1	44.8	6	1	1	low	low1	3	30	1	2	31	32	33	34
2471	8088	broom	243	243	179	215	168	4.764705882	2.387389826	2.134000954	2.255272505	Noun	243	1	3.679223968	1	36.25	5	4	1	high	high1	1	10	1	2	11	12	13	14
2473	8093	broth	45	45	39	43	37	0.882352941	1.662757832	0.464949928	1.602059991	Noun	45	1	2.954591974	1	41	5	2	1	low	low1	3	30	1	2	31	32	33	34
2477	8102	broths	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	1	45.4	6	1	1	low	low1	3	30	1	2	31	32	33	34
2525	8275	buds	90	90	80	80	73	1.764705882	1.959041392	0.953743443	1.908485019	Noun	92	1	3.250875534	1	17.33	4	7	1	low	low1	3	30	1	2	31	32	33	34
2526	8283	buffalos	3	3	3	2	2	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	16.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
2544	8336	bulb	200	200	148	193	142	3.921568627	2.303196057	1.76442537	2.173186268	Noun	200	1	3.5950302	1	15.67	4	2	1	low	low1	3	30	1	2	31	32	33	34
2561	8375	bulldozer	66	66	41	61	38	1.294117647	1.826074803	0.488793515	1.62324929	Noun	66	1	3.117908945	3	34.5	9	1	1	low	low3	4	40	1	2	41	42	43	44
2577	8414	bulls	264	264	138	132	90	5.176470588	2.423245874	1.645207439	2.1430148	Noun	262	1	3.715080016	1	51	5	9	1	high	high1	1	10	1	2	11	12	13	14
2586	8441	bumblebees	2	2	2	1	1	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	47.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
2600	8482	bungalows	13	13	11	9	9	0.254901961	1.146128036	0.131139723	1.079181246	Noun	13	1	2.437962178	3	22.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
2625	8564	burglaries	41	41	31	39	29	0.803921569	1.62324929	0.369575584	1.505149978	Noun	40	1	2.915083433	3	74.89	10	0	1	low	low3	4	40	1	2	41	42	43	44
2640	8630	burrower	3	3	1	2	1	0.058823529	0.602059991	0.011921793	0.301029996	Noun	3	1	1.893894133	3	56.43	8	2	1	low	low3	4	40	1	2	41	42	43	44
2656	8685	businesses	155	155	134	150	130	3.039215686	2.193124598	1.597520267	2.130333768	Noun	155	1	3.48495874	3	62.78	10	0	1	low	low3	4	40	1	2	41	42	43	44
2669	8747	butterfat	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	46.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
2674	8773	buttonhole	11	11	10	11	10	0.215686275	1.079181246	0.11921793	1.041392685	Noun	11	1	2.371015388	3	30.11	10	0	1	low	low3	4	40	1	2	41	42	43	44
2691	8822	byproduct	13	13	13	13	13	0.254901961	1.146128036	0.154983309	1.146128036	Noun	13	1	2.437962178	3	16	9	0	1	low	low3	4	40	1	2	41	42	43	44
2693	8827	bystander	45	45	38	38	35	0.882352941	1.662757832	0.453028135	1.591064607	Noun	44	1	2.954591974	3	54.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
2695	8829	byte	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	1	9.33	4	2	1	low	low1	3	30	1	2	31	32	33	34
2708	8854	cabanas	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	36.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
2711	8858	cabbages	37	37	25	36	24	0.725490196	1.579783597	0.298044826	1.414973348	Noun	37	1	2.871617739	3	95.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
2714	8865	cabdrivers	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	38	10	0	1	low	low3	4	40	1	2	41	42	43	44
2716	8868	cabernets	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	64.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
2719	8873	cabinets	61	61	55	61	55	1.196078431	1.792391689	0.655698617	1.748188027	Noun	61	1	3.084225832	3	75	8	0	1	low	low3	4	40	1	2	41	42	43	44
2770	8989	cakes	291	291	192	268	182	5.705882353	2.465382851	2.288984263	2.285557309	Noun	286	1	3.757216994	1	83.5	5	15	1	high	high1	1	10	1	2	11	12	13	14
2772	8992	cal	530	530	131	13	12	10.39215686	2.725094521	1.561754888	2.120573931	Noun	525	1	4.016928663	1	5	3	11	1	high	high1	1	10	1	2	11	12	13	14
2783	9029	calculus	47	47	39	38	32	0.921568627	1.681241237	0.464949928	1.602059991	Noun	47	1	2.97307538	3	35.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
2785	9035	calendar	363	363	229	351	223	7.117647059	2.561101384	2.730090606	2.361727836	Noun	363	1	3.852935526	3	47.71	8	0	1	high	high3	2	20	1	2	21	22	23	24
2796	9064	calipers	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	91.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
2807	9114	calorie	12	12	12	12	12	0.235294118	1.113943352	0.143061516	1.113943352	Noun	12	1	2.405777494	3	41.17	7	0	1	low	low3	4	40	1	2	41	42	43	44
2811	9125	calves	82	82	54	81	53	1.607843137	1.919078092	0.643776824	1.740362689	Noun	82	1	3.210912235	1	121.6	6	3	1	low	low1	3	30	1	2	31	32	33	34
2813	9131	calypsos	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	21.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
2818	9146	camcorder	32	32	27	31	26	0.62745098	1.51851394	0.321888412	1.447158031	Noun	32	1	2.810348082	3	45.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
2824	9158	cameos	5	5	5	5	5	0.098039216	0.77815125	0.059608965	0.77815125	Noun	5	1	2.069985393	3	35.6	6	1	1	low	low3	4	40	1	2	41	42	43	44
2826	9162	cameras	915	915	581	880	567	17.94117647	2.961895474	6.926561755	2.764922985	Noun	912	1	4.253729616	3	48.5	7	0	1	high	high3	2	20	1	2	21	22	23	24
2833	9181	campaigner	8	8	8	8	8	0.156862745	0.954242509	0.095374344	0.954242509	Noun	8	1	2.246076652	3	34.33	10	1	1	low	low3	4	40	1	2	41	42	43	44
2837	9194	campfire	64	64	55	59	50	1.254901961	1.812913357	0.655698617	1.748188027	Noun	63	1	3.104747499	3	37.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
2843	9206	camps	192	192	133	190	131	3.764705882	2.285557309	1.585598474	2.127104798	Noun	192	1	3.577391451	1	37.5	5	2	1	low	low1	3	30	1	2	31	32	33	34
2845	9210	campuses	6	6	6	6	6	0.117647059	0.84509804	0.071530758	0.84509804	Noun	6	1	2.136932182	3	103.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
2874	9292	canes	22	22	20	22	20	0.431372549	1.361727836	0.238435861	1.322219295	Noun	22	1	2.653561978	1	98	5	14	1	low	low1	3	30	1	2	31	32	33	34
2890	9323	cannister	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	80.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
2893	9338	canoeing	9	9	6	9	6	0.176470588	1	0.071530758	0.84509804	Noun	10	1	2.291834142	3	266.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
2894	9340	canola	1	1	1	0	0	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	46.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
2912	9388	canvases	24	24	17	24	17	0.470588235	1.397940009	0.202670482	1.255272505	Noun	24	1	2.689774151	3	108.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
2920	9415	capes	16	16	16	14	14	0.31372549	1.230448921	0.190748689	1.230448921	Noun	16	1	2.522283064	1	84	5	11	1	low	low1	3	30	1	2	31	32	33	34
2932	9466	caprices	2	2	2	2	2	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	3	105.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
2967	9547	carbonate	10	10	7	10	7	0.196078431	1.041392685	0.083452551	0.903089987	Noun	10	1	2.333226827	3	65.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
2983	9610	cards	2449	2449	1353	2381	1319	48.01960784	3.389166084	16.13018598	3.131618664	Noun	2447	1	4.681000227	1	50.5	5	6	1	high	high1	1	10	1	2	11	12	13	14
2988	9635	caresses	7	7	7	7	7	0.137254902	0.903089987	0.083452551	0.903089987	Noun	7	1	2.194924129	3	131.57	8	1	1	low	low3	4	40	1	2	41	42	43	44
2998	9654	caribou	15	15	14	12	11	0.294117647	1.204119983	0.166905103	1.176091259	Noun	15	1	2.495954125	3	60.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
3006	9687	carmaker	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	70.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
3010	9701	carnation	43	43	30	37	27	0.843137255	1.643452676	0.357653791	1.491361694	Noun	42	1	2.935286819	3	123.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
3016	9715	carnivore	19	19	19	18	18	0.37254902	1.301029996	0.226514068	1.301029996	Noun	19	1	2.592864138	3	48.88	9	0	1	low	low3	4	40	1	2	41	42	43	44
3022	9736	carotene	7	7	2	7	2	0.137254902	0.903089987	0.023843586	0.477121255	Noun	7	1	2.194924129	3	71.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
3028	9752	carpenters	35	35	30	28	24	0.68627451	1.556302501	0.357653791	1.491361694	Noun	35	1	2.848136643	3	61.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
3029	9753	carpentry	23	23	22	19	19	0.450980392	1.380211242	0.262279447	1.361727836	Noun	22	1	2.672045384	3	65.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
3037	9778	carriages	32	32	28	30	26	0.62745098	1.51851394	0.333810205	1.462397998	Noun	32	1	2.810348082	3	90.25	9	1	1	low	low3	4	40	1	2	41	42	43	44
3050	9801	cars	2327	2327	1318	2242	1283	45.62745098	3.366982976	15.71292322	3.120244796	Noun	2328	1	4.658817118	1	33	4	15	1	high	high1	1	10	1	2	11	12	13	14
3053	9815	cartilage	37	37	31	36	30	0.725490196	1.579783597	0.369575584	1.505149978	Noun	37	1	2.871617739	3	58.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
3058	9831	cartoonist	17	17	16	17	16	0.333333333	1.255272505	0.190748689	1.230448921	Noun	17	1	2.547106647	3	42.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
3062	9836	cartridges	51	51	40	45	36	1	1.716003344	0.476871722	1.612783857	Noun	51	1	3.007837486	3	67.56	10	1	1	low	low3	4	40	1	2	41	42	43	44
3074	9875	caseloads	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	36.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
3078	9880	caseworker	14	14	10	14	10	0.274509804	1.176091259	0.11921793	1.041392685	Noun	14	1	2.467925401	3	26.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
3087	9902	cask	6	6	4	6	4	0.117647059	0.84509804	0.047687172	0.698970004	Noun	6	1	2.136932182	1	24	4	6	1	low	low1	3	30	1	2	31	32	33	34
3100	9933	castaways	5	5	4	2	2	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	36.5	9	0	1	low	low3	4	40	1	2	41	42	43	44
3109	9960	casuals	4	4	3	2	2	0.078431373	0.698970004	0.035765379	0.602059991	Noun	4	1	1.990804146	3	52.33	7	0	1	low	low3	4	40	1	2	41	42	43	44
3115	9970	catacomb	5	5	4	3	3	0.098039216	0.77815125	0.047687172	0.698970004	Noun	5	1	2.069985393	3	37.57	8	0	1	low	low3	4	40	1	2	41	42	43	44
3123	9986	catalogues	29	29	25	26	23	0.568627451	1.477121255	0.298044826	1.414973348	Noun	29	1	2.768955397	3	54.67	10	1	1	low	low3	4	40	1	2	41	42	43	44
3124	9990	catalyst	40	40	31	40	31	0.784313725	1.612783857	0.369575584	1.505149978	Noun	40	1	2.904617999	3	49.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
3129	10001	catapult	31	31	22	28	20	0.607843137	1.505149978	0.262279447	1.361727836	Noun	31	1	2.79698412	3	31.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
3131	10006	cataracts	20	20	15	17	14	0.392156863	1.322219295	0.178826896	1.204119983	Noun	20	1	2.614053437	3	53.13	9	0	1	low	low3	4	40	1	2	41	42	43	44
3149	10075	catheters	8	8	8	8	8	0.156862745	0.954242509	0.095374344	0.954242509	Noun	8	1	2.246076652	3	71.75	9	0	1	low	low3	4	40	1	2	41	42	43	44
3161	10094	cats	1006	1006	539	838	486	19.7254902	3.003029471	6.425846447	2.73239376	Noun	1010	1	4.294863613	1	31.67	4	15	1	high	high1	1	10	1	2	11	12	13	14
3181	10137	causation	9	9	8	7	7	0.176470588	1	0.095374344	0.954242509	Noun	9	1	2.291834142	3	110.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
3195	10182	caveats	1	1	1	1	1	0.019607843	0.301029996	0.011921793	0.301029996	Noun	1	1	1.592864138	3	70.67	7	0	1	low	low3	4	40	1	2	41	42	43	44
3200	10192	caves	202	202	116	192	111	3.960784314	2.307496038	1.382927992	2.068185862	Noun	202	1	3.59933018	1	89.25	5	12	1	low	low1	3	30	1	2	31	32	33	34
3204	10202	cavities	41	41	36	38	35	0.803921569	1.62324929	0.429184549	1.568201724	Noun	41	1	2.915083433	3	151	8	0	1	low	low3	4	40	1	2	41	42	43	44
3212	10231	ceasefire	15	15	11	12	8	0.294117647	1.204119983	0.131139723	1.079181246	Noun	15	1	2.495954125	3	33.25	9	0	1	low	low3	4	40	1	2	41	42	43	44
3219	10252	celebrant	3	3	3	3	3	0.058823529	0.602059991	0.035765379	0.602059991	Noun	3	1	1.893894133	3	51.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
3224	10266	celery	95	95	63	82	56	1.862745098	1.982271233	0.751072961	1.806179974	Noun	95	1	3.274105375	3	51.8	6	0	1	low	low3	4	40	1	2	41	42	43	44
3243	10314	censorship	54	54	33	49	32	1.058823529	1.740362689	0.39341917	1.531478917	Noun	54	1	3.032196832	3	27.67	10	0	1	low	low3	4	40	1	2	41	42	43	44
3264	10372	cents	1114	1114	672	1106	667	21.84313725	3.047274867	8.011444921	2.828015064	Noun	1109	1	4.33910901	1	47.75	5	6	1	high	high1	1	10	1	2	11	12	13	14
3265	10373	centuries	382	382	302	363	289	7.490196078	2.583198774	3.600381497	2.481442629	Noun	383	1	3.875032916	3	108.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
3271	10384	ceramics	29	29	22	21	15	0.568627451	1.477121255	0.262279447	1.361727836	Noun	29	1	2.768955397	3	43.29	8	0	1	low	low3	4	40	1	2	41	42	43	44
3307	10497	chairwoman	10	10	8	7	6	0.196078431	1.041392685	0.095374344	0.954242509	Noun	10	1	2.333226827	3	15.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
3334	10561	champions	212	212	137	185	123	4.156862745	2.328379603	1.633285646	2.139879086	Noun	212	1	3.620213746	3	49.38	9	0	1	low	low3	4	40	1	2	41	42	43	44
3339	10579	chandelier	72	72	54	69	52	1.411764706	1.86332286	0.643776824	1.740362689	Noun	72	1	3.155157002	3	53.22	10	0	1	low	low3	4	40	1	2	41	42	43	44
3382	10727	charms	173	173	139	146	123	3.392156863	2.240549248	1.657129232	2.146128036	Noun	172	1	3.53238339	1	44.2	6	2	1	low	low1	3	30	1	2	31	32	33	34
3417	10860	cheeks	225	225	206	216	199	4.411764706	2.354108439	2.455889366	2.315970345	Noun	225	1	3.645942581	1	41.8	6	4	1	low	low1	3	30	1	2	31	32	33	34
3428	10912	chemicals	291	291	187	269	177	5.705882353	2.465382851	2.229375298	2.274157849	Noun	292	1	3.757216994	3	35.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
3435	10929	cheque	294	294	151	284	145	5.764705882	2.469822016	1.800190749	2.181843588	Noun	296	1	3.761656158	1	25.8	6	0	1	high	high1	1	10	1	2	11	12	13	14
3474	11047	chiefs	242	242	97	63	48	4.745098039	2.385606274	1.156413925	1.991226076	Noun	242	1	3.677440416	1	28	6	0	1	high	high1	1	10	1	2	11	12	13	14
3493	11105	chimes	87	87	62	80	58	1.705882353	1.944482672	0.739151168	1.799340549	Noun	87	1	3.236316814	1	105.8	6	5	1	low	low1	3	30	1	2	31	32	33	34
3496	11110	chimpanzee	62	62	39	61	38	1.215686275	1.799340549	0.464949928	1.602059991	Noun	62	1	3.091174692	3	22.56	10	0	1	low	low3	4	40	1	2	41	42	43	44
3525	11201	chits	6	6	4	5	3	0.117647059	0.84509804	0.047687172	0.698970004	Noun	6	1	2.136932182	1	62.75	5	4	1	low	low1	3	30	1	2	31	32	33	34
3526	11208	chivalry	61	61	46	54	43	1.196078431	1.792391689	0.54840248	1.672097858	Noun	61	1	3.084225832	3	35.86	8	0	1	low	low3	4	40	1	2	41	42	43	44
3557	11322	chord	93	93	66	92	65	1.823529412	1.973127854	0.78683834	1.826074803	Noun	93	1	3.264961996	1	31.75	5	2	1	low	low1	3	30	1	2	31	32	33	34
3560	11332	chores	214	214	163	208	161	4.196078431	2.33243846	1.943252265	2.214843848	Noun	214	1	3.624272602	1	115.2	6	6	1	low	low1	3	30	1	2	31	32	33	34
3572	11385	chrome	65	65	54	57	48	1.274509804	1.819543936	0.643776824	1.740362689	Noun	64	1	3.111378078	1	33.8	6	0	1	low	low1	3	30	1	2	31	32	33	34
3592	11465	chunks	95	95	85	91	82	1.862745098	1.982271233	1.013352408	1.934498451	Noun	96	1	3.274105375	1	38.4	6	2	1	low	low1	3	30	1	2	31	32	33	34
3598	11486	churns	9	9	7	8	7	0.176470588	1	0.083452551	0.903089987	Noun	9	1	2.291834142	1	36.2	6	0	1	low	low1	3	30	1	2	31	32	33	34
3609	11513	cigarette	1357	1357	860	1180	770	26.60784314	3.13289977	10.25274201	2.935003151	Noun	1355	1	4.424733912	3	36	9	0	1	high	high3	2	20	1	2	21	22	23	24
3625	11565	circuitry	44	44	40	42	38	0.862745098	1.653212514	0.476871722	1.612783857	Noun	44	1	2.945046656	3	27.63	9	0	1	low	low3	4	40	1	2	41	42	43	44
3630	11600	circuses	16	16	14	14	12	0.31372549	1.230448921	0.166905103	1.176091259	Noun	15	1	2.522283064	3	91.43	8	0	1	low	low3	4	40	1	2	41	42	43	44
3645	11648	civilians	306	306	213	291	204	6	2.487138375	2.539341917	2.330413773	Noun	305	1	3.778972518	3	42.25	9	0	1	high	high3	2	20	1	2	21	22	23	24
3670	11756	clarinet	80	80	36	73	36	1.568627451	1.908485019	0.429184549	1.568201724	Noun	80	1	3.200319161	3	76.71	8	0	1	low	low3	4	40	1	2	41	42	43	44
3689	11830	clays	2	2	2	1	1	0.039215686	0.477121255	0.023843586	0.477121255	Noun	2	1	1.768955397	1	30	5	6	1	low	low1	3	30	1	2	31	32	33	34
3696	11852	clearances	20	20	17	20	17	0.392156863	1.322219295	0.202670482	1.255272505	Noun	20	1	2.614053437	3	65.44	10	0	1	low	low3	4	40	1	2	41	42	43	44
3701	11866	cleat	22	22	11	15	11	0.431372549	1.361727836	0.131139723	1.079181246	Noun	22	1	2.653561978	1	32	5	6	1	low	low1	3	30	1	2	31	32	33	34
